timestamp_sec,model_name,phase,frequency_mhz,power_w,junction_temp_c
0.61,Gemma-2-9B,0,2400,5.976,30.042
0.62,Gemma-2-9B,0,2400,5.845,30.04
0.63,Gemma-2-9B,0,2400,5.858,30.042
0.64,Gemma-2-9B,0,2400,5.813,30.044
0.65,Gemma-2-9B,0,2400,5.67,30.046
0.66,Gemma-2-9B,0,2400,5.777,30.048
0.67,Gemma-2-9B,0,2400,5.846,30.047
0.68,Gemma-2-9B,0,2400,5.826,30.048
0.69,Gemma-2-9B,0,2400,5.776,30.05
0.7,Gemma-2-9B,0,2400,5.876,30.052
0.71,Gemma-2-9B,0,2400,5.731,30.048
0.72,Gemma-2-9B,0,2400,5.875,30.054
0.73,Gemma-2-9B,0,2400,5.877,30.053
0.74,Gemma-2-9B,0,2400,5.944,30.056
0.75,Gemma-2-9B,0,2400,5.858,30.051
0.76,Gemma-2-9B,0,2400,5.91,30.05
0.77,Gemma-2-9B,0,2400,5.793,30.05
0.78,Gemma-2-9B,0,2400,5.817,30.051
0.79,Gemma-2-9B,0,2400,5.768,30.054
0.8,Gemma-2-9B,0,2400,5.76,30.054
0.81,Gemma-2-9B,0,2400,5.832,30.052
0.82,Gemma-2-9B,0,2400,5.805,30.053
0.83,Gemma-2-9B,0,2400,5.743,30.054
0.84,Gemma-2-9B,0,2400,5.838,30.052
0.85,Gemma-2-9B,0,2400,5.806,30.052
0.86,Gemma-2-9B,0,2400,5.775,30.053
0.87,Gemma-2-9B,0,2400,5.681,30.056
0.88,Gemma-2-9B,0,2400,5.847,30.058
0.89,Gemma-2-9B,0,2400,5.768,30.062
0.9,Gemma-2-9B,0,2400,5.712,30.066
0.91,Gemma-2-9B,0,2400,5.82,30.066
0.92,Gemma-2-9B,0,2400,5.851,30.066
0.93,Gemma-2-9B,0,2400,5.946,30.066
0.94,Gemma-2-9B,0,2400,5.735,30.068
0.95,Gemma-2-9B,0,2400,5.852,30.067
0.96,Gemma-2-9B,0,2400,5.747,30.066
0.97,Gemma-2-9B,0,2400,5.762,30.07
0.98,Gemma-2-9B,0,2400,5.866,30.069
0.99,Gemma-2-9B,0,2400,5.719,30.073
1.0,Gemma-2-9B,0,2400,5.869,30.072
1.01,Gemma-2-9B,0,2400,5.856,30.073
1.02,Gemma-2-9B,0,2400,5.702,30.076
1.03,Gemma-2-9B,0,2400,5.763,30.075
1.04,Gemma-2-9B,0,2400,5.774,30.076
1.05,Gemma-2-9B,0,2400,5.81,30.076
1.06,Gemma-2-9B,0,2400,5.923,30.078
1.07,Gemma-2-9B,0,2400,5.797,30.077
1.08,Gemma-2-9B,0,2400,5.867,30.081
1.09,Gemma-2-9B,0,2400,5.763,30.084
1.1,Gemma-2-9B,0,2400,5.744,30.088
1.11,Gemma-2-9B,0,2400,5.623,30.087
1.12,Gemma-2-9B,0,2400,5.87,30.089
1.13,Gemma-2-9B,0,2400,5.779,30.092
1.14,Gemma-2-9B,0,2400,5.801,30.091
1.15,Gemma-2-9B,0,2400,5.757,30.094
1.16,Gemma-2-9B,0,2400,5.768,30.095
1.17,Gemma-2-9B,0,2400,5.883,30.097
1.18,Gemma-2-9B,0,2400,5.809,30.099
1.19,Gemma-2-9B,0,2400,5.831,30.1
1.2,Gemma-2-9B,0,2400,5.982,30.101
1.21,Gemma-2-9B,0,2400,5.745,30.1
1.22,Gemma-2-9B,0,2400,5.921,30.1
1.23,Gemma-2-9B,0,2400,5.875,30.105
1.24,Gemma-2-9B,0,2400,5.843,30.105
1.25,Gemma-2-9B,0,2400,5.776,30.103
1.26,Gemma-2-9B,0,2400,5.763,30.101
1.27,Gemma-2-9B,0,2400,5.71,30.1
1.28,Gemma-2-9B,0,2400,5.756,30.1
1.29,Gemma-2-9B,0,2400,5.679,30.103
1.3,Gemma-2-9B,0,2400,5.837,30.104
1.31,Gemma-2-9B,0,2400,5.863,30.103
1.32,Gemma-2-9B,0,2400,5.804,30.097
1.33,Gemma-2-9B,0,2400,5.762,30.099
1.34,Gemma-2-9B,0,2400,5.735,30.098
1.35,Gemma-2-9B,0,2400,5.841,30.104
1.36,Gemma-2-9B,0,2400,5.723,30.103
1.37,Gemma-2-9B,0,2400,5.776,30.1
1.38,Gemma-2-9B,0,2400,5.749,30.1
1.39,Gemma-2-9B,0,2400,5.628,30.097
1.4,Gemma-2-9B,0,2400,5.809,30.098
1.41,Gemma-2-9B,0,2400,5.778,30.099
1.42,Gemma-2-9B,0,2400,5.676,30.1
1.43,Gemma-2-9B,0,2400,5.833,30.096
1.44,Gemma-2-9B,0,2400,5.855,30.097
1.45,Gemma-2-9B,0,2400,5.743,30.094
1.46,Gemma-2-9B,0,2400,5.802,30.093
1.47,Gemma-2-9B,0,2400,5.773,30.095
1.48,Gemma-2-9B,0,2400,5.756,30.095
1.49,Gemma-2-9B,0,2400,5.81,30.097
1.5,Gemma-2-9B,0,2400,5.753,30.097
1.51,Gemma-2-9B,0,2400,5.8,30.096
1.52,Gemma-2-9B,0,2400,5.787,30.098
1.53,Gemma-2-9B,0,2400,5.792,30.099
1.54,Gemma-2-9B,0,2400,5.865,30.103
1.55,Gemma-2-9B,0,2400,5.995,30.102
1.56,Gemma-2-9B,0,2400,5.932,30.102
1.57,Gemma-2-9B,0,2400,5.761,30.103
1.58,Gemma-2-9B,0,2400,5.656,30.105
1.59,Gemma-2-9B,0,2400,5.65,30.107
1.6,Gemma-2-9B,0,2400,5.865,30.106
1.61,Gemma-2-9B,0,2400,5.845,30.107
1.62,Gemma-2-9B,0,2400,5.878,30.106
1.63,Gemma-2-9B,0,2400,5.826,30.106
1.64,Gemma-2-9B,0,2400,5.784,30.107
1.65,Gemma-2-9B,0,2400,5.812,30.108
1.66,Gemma-2-9B,0,2400,5.684,30.11
1.67,Gemma-2-9B,0,2400,5.791,30.111
1.68,Gemma-2-9B,0,2400,5.865,30.114
1.69,Gemma-2-9B,0,2400,5.937,30.116
1.7,Gemma-2-9B,0,2400,5.741,30.116
1.71,Gemma-2-9B,0,2400,5.75,30.116
1.72,Gemma-2-9B,0,2400,5.776,30.118
1.73,Gemma-2-9B,0,2400,5.694,30.122
1.74,Gemma-2-9B,0,2400,5.773,30.118
1.75,Gemma-2-9B,0,2400,5.795,30.118
1.76,Gemma-2-9B,0,2400,5.764,30.119
1.77,Gemma-2-9B,0,2400,5.824,30.121
1.78,Gemma-2-9B,0,2400,5.793,30.124
1.79,Gemma-2-9B,0,2400,5.731,30.125
1.8,Gemma-2-9B,0,2400,5.762,30.127
1.81,Gemma-2-9B,0,2400,5.79,30.13
1.82,Gemma-2-9B,0,2400,5.706,30.129
1.83,Gemma-2-9B,0,2400,5.765,30.132
1.84,Gemma-2-9B,0,2400,5.733,30.134
1.85,Gemma-2-9B,0,2400,5.8,30.134
1.86,Gemma-2-9B,0,2400,5.883,30.136
1.87,Gemma-2-9B,0,2400,5.731,30.137
1.88,Gemma-2-9B,0,2400,5.828,30.134
1.89,Gemma-2-9B,0,2400,5.884,30.131
1.9,Gemma-2-9B,0,2400,5.681,30.131
1.91,Gemma-2-9B,0,2400,5.746,30.13
1.92,Gemma-2-9B,0,2400,5.753,30.134
1.93,Gemma-2-9B,0,2400,5.848,30.133
1.94,Gemma-2-9B,0,2400,5.86,30.136
1.95,Gemma-2-9B,0,2400,5.731,30.135
1.96,Gemma-2-9B,0,2400,5.706,30.137
1.97,Gemma-2-9B,0,2400,5.872,30.135
1.98,Gemma-2-9B,0,2400,5.713,30.134
1.99,Gemma-2-9B,0,2400,5.772,30.136
2.0,Gemma-2-9B,0,2400,5.652,30.134
2.01,Gemma-2-9B,0,2400,5.809,30.134
2.02,Gemma-2-9B,0,2400,5.812,30.136
2.03,Gemma-2-9B,0,2400,5.792,30.138
2.04,Gemma-2-9B,0,2400,5.685,30.139
2.05,Gemma-2-9B,0,2400,5.905,30.139
2.06,Gemma-2-9B,0,2400,5.758,30.142
2.07,Gemma-2-9B,0,2400,5.794,30.146
2.08,Gemma-2-9B,0,2400,5.872,30.147
2.09,Gemma-2-9B,0,2400,5.64,30.15
2.1,Gemma-2-9B,0,2400,5.785,30.15
2.11,Gemma-2-9B,0,2400,5.823,30.156
2.12,Gemma-2-9B,0,2400,5.687,30.158
2.13,Gemma-2-9B,0,2400,5.709,30.158
2.14,Gemma-2-9B,0,2400,5.903,30.152
2.15,Gemma-2-9B,0,2400,5.773,30.153
2.16,Gemma-2-9B,0,2400,5.818,30.153
2.17,Gemma-2-9B,0,2400,5.83,30.153
2.18,Gemma-2-9B,0,2400,5.851,30.157
2.19,Gemma-2-9B,0,2400,5.861,30.155
2.2,Gemma-2-9B,0,2400,5.755,30.155
2.21,Gemma-2-9B,0,2400,5.741,30.159
2.22,Gemma-2-9B,0,2400,5.752,30.158
2.23,Gemma-2-9B,0,2400,5.775,30.158
2.24,Gemma-2-9B,0,2400,5.79,30.162
2.25,Gemma-2-9B,0,2400,5.823,30.166
2.26,Gemma-2-9B,0,2400,5.903,30.166
2.27,Gemma-2-9B,0,2400,5.818,30.166
2.28,Gemma-2-9B,0,2400,5.785,30.165
2.29,Gemma-2-9B,0,2400,5.888,30.167
2.3,Gemma-2-9B,0,2400,5.771,30.163
2.31,Gemma-2-9B,0,2400,5.774,30.163
2.32,Gemma-2-9B,0,2400,5.82,30.165
2.33,Gemma-2-9B,0,2400,5.794,30.167
2.34,Gemma-2-9B,0,2400,5.947,30.163
2.35,Gemma-2-9B,0,2400,5.759,30.165
2.36,Gemma-2-9B,0,2400,5.906,30.165
2.37,Gemma-2-9B,0,2400,5.767,30.168
2.38,Gemma-2-9B,0,2400,5.888,30.17
2.39,Gemma-2-9B,0,2400,5.799,30.166
2.4,Gemma-2-9B,0,2400,5.843,30.165
2.41,Gemma-2-9B,0,2400,5.716,30.163
2.42,Gemma-2-9B,0,2400,5.831,30.165
2.43,Gemma-2-9B,0,2400,5.772,30.168
2.44,Gemma-2-9B,0,2400,5.851,30.171
2.45,Gemma-2-9B,0,2400,5.895,30.169
2.46,Gemma-2-9B,0,2400,5.809,30.168
2.47,Gemma-2-9B,0,2400,5.715,30.169
2.48,Gemma-2-9B,0,2400,5.709,30.168
2.49,Gemma-2-9B,0,2400,5.907,30.169
2.5,Gemma-2-9B,0,2400,5.827,30.172
2.51,Gemma-2-9B,0,2400,5.814,30.174
2.52,Gemma-2-9B,0,2400,5.734,30.172
2.53,Gemma-2-9B,0,2400,5.887,30.173
2.54,Gemma-2-9B,0,2400,5.723,30.176
2.55,Gemma-2-9B,0,2400,5.798,30.174
2.56,Gemma-2-9B,0,2400,5.74,30.177
2.57,Gemma-2-9B,0,2400,5.745,30.175
2.58,Gemma-2-9B,0,2400,5.829,30.176
2.59,Gemma-2-9B,0,2400,5.723,30.174
2.6,Gemma-2-9B,0,2400,5.804,30.175
2.61,Gemma-2-9B,0,2400,5.811,30.175
2.62,Gemma-2-9B,0,2400,5.827,30.178
2.63,Gemma-2-9B,0,2400,5.746,30.183
2.64,Gemma-2-9B,0,2400,5.874,30.184
2.65,Gemma-2-9B,0,2400,5.808,30.184
2.66,Gemma-2-9B,0,2400,5.848,30.184
2.67,Gemma-2-9B,0,2400,5.897,30.185
2.68,Gemma-2-9B,0,2400,5.811,30.187
2.69,Gemma-2-9B,0,2400,5.794,30.187
2.7,Gemma-2-9B,0,2400,5.756,30.187
2.71,Gemma-2-9B,0,2400,5.602,30.19
2.72,Gemma-2-9B,0,2400,5.886,30.188
2.73,Gemma-2-9B,0,2400,5.947,30.189
2.74,Gemma-2-9B,0,2400,5.804,30.189
2.75,Gemma-2-9B,0,2400,5.893,30.19
2.76,Gemma-2-9B,0,2400,5.821,30.188
2.77,Gemma-2-9B,0,2400,5.765,30.187
2.78,Gemma-2-9B,0,2400,5.911,30.185
2.79,Gemma-2-9B,0,2400,5.816,30.184
2.8,Gemma-2-9B,0,2400,5.82,30.184
2.81,Gemma-2-9B,0,2400,5.75,30.184
2.82,Gemma-2-9B,0,2400,5.711,30.186
2.83,Gemma-2-9B,0,2400,5.744,30.186
2.84,Gemma-2-9B,0,2400,5.918,30.187
2.85,Gemma-2-9B,0,2400,5.759,30.185
2.86,Gemma-2-9B,0,2400,5.773,30.186
2.87,Gemma-2-9B,0,2400,5.756,30.187
2.88,Gemma-2-9B,0,2400,5.713,30.186
2.89,Gemma-2-9B,0,2400,5.855,30.188
2.9,Gemma-2-9B,0,2400,5.832,30.191
2.91,Gemma-2-9B,0,2400,5.84,30.194
2.92,Gemma-2-9B,0,2400,5.789,30.192
2.93,Gemma-2-9B,0,2400,5.92,30.197
2.94,Gemma-2-9B,0,2400,5.749,30.196
2.95,Gemma-2-9B,0,2400,5.875,30.198
2.96,Gemma-2-9B,0,2400,5.658,30.198
2.97,Gemma-2-9B,0,2400,5.758,30.197
2.98,Gemma-2-9B,0,2400,5.629,30.197
2.99,Gemma-2-9B,0,2400,5.667,30.198
3.0,Gemma-2-9B,0,2400,5.793,30.198
3.01,Gemma-2-9B,0,2400,5.809,30.2
3.02,Gemma-2-9B,0,2400,5.66,30.201
3.03,Gemma-2-9B,0,2400,5.83,30.202
3.04,Gemma-2-9B,0,2400,5.884,30.207
3.05,Gemma-2-9B,0,2400,5.676,30.203
3.06,Gemma-2-9B,0,2400,5.765,30.203
3.07,Gemma-2-9B,0,2400,5.918,30.204
3.08,Gemma-2-9B,0,2400,5.844,30.201
3.09,Gemma-2-9B,0,2400,5.708,30.202
3.1,Gemma-2-9B,0,2400,5.742,30.204
3.11,Gemma-2-9B,0,2400,5.837,30.205
3.12,Gemma-2-9B,0,2400,5.769,30.207
3.13,Gemma-2-9B,0,2400,5.851,30.209
3.14,Gemma-2-9B,0,2400,5.725,30.209
3.15,Gemma-2-9B,0,2400,5.795,30.208
3.16,Gemma-2-9B,0,2400,5.773,30.208
3.17,Gemma-2-9B,0,2400,5.84,30.209
3.18,Gemma-2-9B,0,2400,5.649,30.209
3.19,Gemma-2-9B,0,2400,5.667,30.206
3.2,Gemma-2-9B,0,2400,5.812,30.208
3.21,Gemma-2-9B,0,2400,5.996,30.208
3.22,Gemma-2-9B,0,2400,5.924,30.211
3.23,Gemma-2-9B,0,2400,5.71,30.211
3.24,Gemma-2-9B,0,2400,5.8,30.212
3.25,Gemma-2-9B,0,2400,5.894,30.211
3.26,Gemma-2-9B,0,2400,5.743,30.211
3.27,Gemma-2-9B,0,2400,5.86,30.21
3.28,Gemma-2-9B,0,2400,5.857,30.211
3.29,Gemma-2-9B,0,2400,5.716,30.214
3.3,Gemma-2-9B,0,2400,5.965,30.213
3.31,Gemma-2-9B,0,2400,5.884,30.215
3.32,Gemma-2-9B,0,2400,5.812,30.217
3.33,Gemma-2-9B,0,2400,5.908,30.218
3.34,Gemma-2-9B,0,2400,5.858,30.216
3.35,Gemma-2-9B,0,2400,5.855,30.216
3.36,Gemma-2-9B,0,2400,5.768,30.217
3.37,Gemma-2-9B,0,2400,5.878,30.22
3.38,Gemma-2-9B,0,2400,5.838,30.223
3.39,Gemma-2-9B,0,2400,5.761,30.224
3.4,Gemma-2-9B,0,2400,5.811,30.226
3.41,Gemma-2-9B,0,2400,5.701,30.228
3.42,Gemma-2-9B,0,2400,5.748,30.223
3.43,Gemma-2-9B,0,2400,5.817,30.222
3.44,Gemma-2-9B,0,2400,5.954,30.22
3.45,Gemma-2-9B,0,2400,5.715,30.22
3.46,Gemma-2-9B,0,2400,5.74,30.223
3.47,Gemma-2-9B,0,2400,5.856,30.222
3.48,Gemma-2-9B,0,2400,5.93,30.227
3.49,Gemma-2-9B,0,2400,5.79,30.226
3.5,Gemma-2-9B,0,2400,5.755,30.225
3.51,Gemma-2-9B,0,2400,5.694,30.224
3.52,Gemma-2-9B,0,2400,5.783,30.225
3.53,Gemma-2-9B,0,2400,5.795,30.223
3.54,Gemma-2-9B,0,2400,5.729,30.223
3.55,Gemma-2-9B,0,2400,5.598,30.224
3.56,Gemma-2-9B,0,2400,5.743,30.225
3.57,Gemma-2-9B,0,2400,5.905,30.227
3.58,Gemma-2-9B,0,2400,5.781,30.229
3.59,Gemma-2-9B,0,2400,5.739,30.228
3.6,Gemma-2-9B,0,2400,5.78,30.228
3.61,Gemma-2-9B,0,2400,5.884,30.229
3.62,Gemma-2-9B,0,2400,5.87,30.233
3.63,Gemma-2-9B,0,2400,5.928,30.237
3.64,Gemma-2-9B,0,2400,5.823,30.24
3.65,Gemma-2-9B,0,2400,5.799,30.24
3.66,Gemma-2-9B,0,2400,5.766,30.236
3.67,Gemma-2-9B,0,2400,5.994,30.235
3.68,Gemma-2-9B,0,2400,5.931,30.236
3.69,Gemma-2-9B,0,2400,5.9,30.236
3.7,Gemma-2-9B,0,2400,5.852,30.237
3.71,Gemma-2-9B,0,2400,5.867,30.236
3.72,Gemma-2-9B,0,2400,5.761,30.234
3.73,Gemma-2-9B,0,2400,5.781,30.237
3.74,Gemma-2-9B,0,2400,5.787,30.24
3.75,Gemma-2-9B,0,2400,5.754,30.238
3.76,Gemma-2-9B,0,2400,5.759,30.234
3.77,Gemma-2-9B,0,2400,5.627,30.236
3.78,Gemma-2-9B,0,2400,5.845,30.237
3.79,Gemma-2-9B,0,2400,5.791,30.239
3.8,Gemma-2-9B,0,2400,5.76,30.239
3.81,Gemma-2-9B,0,2400,5.876,30.24
3.82,Gemma-2-9B,0,2400,5.783,30.242
3.83,Gemma-2-9B,0,2400,5.545,30.243
3.84,Gemma-2-9B,0,2400,5.787,30.244
3.85,Gemma-2-9B,0,2400,5.758,30.247
3.86,Gemma-2-9B,0,2400,5.877,30.247
3.87,Gemma-2-9B,0,2400,5.71,30.248
3.88,Gemma-2-9B,0,2400,5.724,30.249
3.89,Gemma-2-9B,0,2400,5.77,30.25
3.9,Gemma-2-9B,0,2400,5.836,30.252
3.91,Gemma-2-9B,0,2400,5.829,30.253
3.92,Gemma-2-9B,0,2400,5.839,30.253
3.93,Gemma-2-9B,0,2400,5.809,30.252
3.94,Gemma-2-9B,0,2400,5.66,30.253
3.95,Gemma-2-9B,0,2400,5.734,30.256
3.96,Gemma-2-9B,0,2400,5.84,30.259
3.97,Gemma-2-9B,0,2400,5.816,30.26
3.98,Gemma-2-9B,0,2400,5.661,30.262
3.99,Gemma-2-9B,0,2400,5.864,30.265
4.0,Gemma-2-9B,0,2400,5.723,30.266
4.01,Gemma-2-9B,0,2400,5.863,30.269
4.02,Gemma-2-9B,0,2400,5.703,30.27
4.03,Gemma-2-9B,0,2400,5.799,30.268
4.04,Gemma-2-9B,0,2400,5.844,30.27
4.05,Gemma-2-9B,0,2400,5.73,30.272
4.06,Gemma-2-9B,0,2400,5.68,30.273
4.07,Gemma-2-9B,0,2400,5.77,30.276
4.08,Gemma-2-9B,0,2400,5.702,30.275
4.09,Gemma-2-9B,0,2400,5.887,30.278
4.1,Gemma-2-9B,0,2400,5.858,30.275
4.11,Gemma-2-9B,0,2400,5.896,30.274
4.12,Gemma-2-9B,0,2400,5.813,30.277
4.13,Gemma-2-9B,0,2400,5.723,30.277
4.14,Gemma-2-9B,0,2400,5.747,30.276
4.15,Gemma-2-9B,0,2400,5.799,30.28
4.16,Gemma-2-9B,0,2400,5.801,30.281
4.17,Gemma-2-9B,0,2400,5.707,30.283
4.18,Gemma-2-9B,0,2400,5.813,30.286
4.19,Gemma-2-9B,0,2400,5.857,30.287
4.2,Gemma-2-9B,0,2400,5.811,30.285
4.21,Gemma-2-9B,0,2400,5.69,30.287
4.22,Gemma-2-9B,0,2400,5.709,30.29
4.23,Gemma-2-9B,0,2400,5.934,30.291
4.24,Gemma-2-9B,0,2400,5.96,30.294
4.25,Gemma-2-9B,0,2400,5.692,30.293
4.26,Gemma-2-9B,0,2400,5.762,30.292
4.27,Gemma-2-9B,0,2400,5.691,30.296
4.28,Gemma-2-9B,0,2400,5.78,30.295
4.29,Gemma-2-9B,0,2400,5.878,30.297
4.3,Gemma-2-9B,0,2400,5.791,30.296
4.31,Gemma-2-9B,0,2400,5.727,30.295
4.32,Gemma-2-9B,0,2400,5.734,30.298
4.33,Gemma-2-9B,0,2400,5.849,30.301
4.34,Gemma-2-9B,0,2400,5.794,30.301
4.35,Gemma-2-9B,0,2400,5.817,30.302
4.36,Gemma-2-9B,0,2400,5.748,30.303
4.37,Gemma-2-9B,0,2400,5.898,30.304
4.38,Gemma-2-9B,0,2400,5.859,30.302
4.39,Gemma-2-9B,0,2400,5.802,30.303
4.4,Gemma-2-9B,0,2400,5.926,30.306
4.41,Gemma-2-9B,0,2400,5.725,30.306
4.42,Gemma-2-9B,0,2400,5.879,30.304
4.43,Gemma-2-9B,0,2400,5.919,30.301
4.44,Gemma-2-9B,0,2400,5.795,30.302
4.45,Gemma-2-9B,0,2400,5.8,30.304
4.46,Gemma-2-9B,0,2400,5.705,30.303
4.47,Gemma-2-9B,0,2400,5.773,30.306
4.48,Gemma-2-9B,0,2400,5.649,30.306
4.49,Gemma-2-9B,0,2400,5.736,30.307
4.5,Gemma-2-9B,0,2400,5.815,30.304
4.51,Gemma-2-9B,0,2400,5.895,30.304
4.52,Gemma-2-9B,0,2400,5.909,30.305
4.53,Gemma-2-9B,0,2400,5.829,30.305
4.54,Gemma-2-9B,0,2400,5.784,30.305
4.55,Gemma-2-9B,0,2400,5.877,30.304
4.56,Gemma-2-9B,0,2400,5.838,30.306
4.57,Gemma-2-9B,0,2400,5.758,30.307
4.58,Gemma-2-9B,0,2400,5.737,30.309
4.59,Gemma-2-9B,0,2400,5.815,30.312
4.6,Gemma-2-9B,0,2400,5.858,30.312
4.61,Gemma-2-9B,0,2400,5.888,30.313
4.62,Gemma-2-9B,0,2400,5.704,30.313
4.63,Gemma-2-9B,0,2400,5.827,30.315
4.64,Gemma-2-9B,0,2400,5.835,30.317
4.65,Gemma-2-9B,0,2400,5.763,30.32
4.66,Gemma-2-9B,0,2400,5.784,30.324
4.67,Gemma-2-9B,0,2400,5.785,30.323
4.68,Gemma-2-9B,0,2400,5.719,30.325
4.69,Gemma-2-9B,0,2400,5.76,30.323
4.7,Gemma-2-9B,0,2400,5.968,30.324
4.71,Gemma-2-9B,0,2400,5.641,30.328
4.72,Gemma-2-9B,0,2400,5.88,30.33
4.73,Gemma-2-9B,0,2400,5.716,30.328
4.74,Gemma-2-9B,0,2400,5.697,30.326
4.75,Gemma-2-9B,0,2400,5.778,30.325
4.76,Gemma-2-9B,0,2400,5.849,30.324
4.77,Gemma-2-9B,0,2400,5.704,30.323
4.78,Gemma-2-9B,0,2400,5.823,30.323
4.79,Gemma-2-9B,0,2400,5.84,30.327
4.8,Gemma-2-9B,0,2400,5.861,30.328
4.81,Gemma-2-9B,0,2400,5.637,30.33
4.82,Gemma-2-9B,0,2400,5.795,30.33
4.83,Gemma-2-9B,0,2400,5.711,30.329
4.84,Gemma-2-9B,0,2400,5.663,30.33
4.85,Gemma-2-9B,0,2400,5.896,30.33
4.86,Gemma-2-9B,0,2400,5.763,30.331
4.87,Gemma-2-9B,0,2400,5.755,30.329
4.88,Gemma-2-9B,0,2400,5.746,30.332
4.89,Gemma-2-9B,0,2400,5.935,30.331
4.9,Gemma-2-9B,0,2400,5.681,30.329
4.91,Gemma-2-9B,0,2400,5.734,30.327
4.92,Gemma-2-9B,0,2400,5.709,30.325
4.93,Gemma-2-9B,0,2400,5.772,30.325
4.94,Gemma-2-9B,0,2400,5.866,30.323
4.95,Gemma-2-9B,0,2400,5.821,30.321
4.96,Gemma-2-9B,0,2400,5.812,30.318
4.97,Gemma-2-9B,0,2400,5.875,30.319
4.98,Gemma-2-9B,0,2400,5.763,30.325
4.99,Gemma-2-9B,0,2400,5.874,30.324
5.0,Gemma-2-9B,0,2400,5.872,30.327
5.01,Gemma-2-9B,0,2400,5.712,30.328
5.02,Gemma-2-9B,0,2400,5.851,30.328
5.03,Gemma-2-9B,0,2400,5.82,30.327
5.04,Gemma-2-9B,0,2400,5.716,30.327
5.05,Gemma-2-9B,0,2400,5.801,30.328
5.06,Gemma-2-9B,0,2400,5.751,30.33
5.07,Gemma-2-9B,0,2400,5.803,30.33
5.08,Gemma-2-9B,0,2400,5.944,30.33
5.09,Gemma-2-9B,0,2400,5.777,30.331
5.1,Gemma-2-9B,0,2400,5.728,30.334
5.11,Gemma-2-9B,0,2400,5.798,30.339
5.12,Gemma-2-9B,0,2400,5.793,30.339
5.13,Gemma-2-9B,0,2400,5.87,30.339
5.14,Gemma-2-9B,0,2400,5.864,30.337
